"SalesOrderID","OrderDate","ShipDate","OnlineOrderFlag","AccountNumber","CustomerID","SalesPersonID","Freight"
"51018","2023-05-23","2023-05-30","True","10-4030-015751","15751","","51.7855"
"51019","2023-05-23","2023-05-30","True","10-4030-015767","15767","","51.2275"
"51020","2023-05-23","2023-05-30","True","10-4030-016159","16159","","51.7855"
"51021","2023-05-24","2023-05-31","True","10-4030-016532","16532","","61.0838"
"51022","2023-05-24","2023-05-31","True","10-4030-011483","11483","","51.7855"
"51023","2023-05-24","2023-05-31","True","10-4030-013517","13517","","51.2275"
"51024","2023-05-24","2023-05-31","True","10-4030-021029","21029","","19.5748"
"51025","2023-05-24","2023-05-31","True","10-4030-025226","25226","","25.0109"
"51026","2023-05-24","2023-05-31","True","10-4030-025228","25228","","25.0109"
"51027","2023-05-24","2023-05-31","True","10-4030-015765","15765","","51.2275"
"51028","2023-05-24","2023-05-31","True","10-4030-024587","24587","","54.5391"
"51029","2023-05-24","2023-05-31","True","10-4030-024475","24475","","54.5391"
"51030","2023-05-25","2023-06-01","True","10-4030-027524","27524","","51.2275"
"51031","2023-05-25","2023-06-01","True","10-4030-013562","13562","","51.2275"
"51032","2023-05-25","2023-06-01","True","10-4030-015949","15949","","19.5748"
"51033","2023-05-25","2023-06-01","True","10-4030-016339","16339","","51.2275"
"51034","2023-05-25","2023-06-01","True","10-4030-024485","24485","","54.5391"
"51035","2023-05-25","2023-06-01","True","10-4030-027486","27486","","19.5748"
"51036","2023-05-25","2023-06-01","True","10-4030-025240","25240","","25.0109"
"51037","2023-05-25","2023-06-01","True","10-4030-021668","21668","","19.5748"
"51038","2023-05-26","2023-06-02","True","10-4030-027559","27559","","51.2275"
"51039","2023-05-26","2023-06-02","True","10-4030-017952","17952","","54.5391"
"51040","2023-05-26","2023-06-02","True","10-4030-019036","19036","","61.0838"
"51041","2023-05-26","2023-06-02","True","10-4030-016559","16559","","54.5391"
"51042","2023-05-26","2023-06-02","True","10-4030-016566","16566","","54.5391"
"51043","2023-05-26","2023-06-02","True","10-4030-019049","19049","","61.0838"
"51044","2023-05-26","2023-06-02","True","10-4030-017985","17985","","61.0838"
"51045","2023-05-26","2023-06-02","True","10-4030-012833","12833","","51.2275"
"51046","2023-05-26","2023-06-02","True","10-4030-013976","13976","","54.5391"
"51047","2023-05-26","2023-06-02","True","10-4030-015755","15755","","51.2275"
"51048","2023-05-26","2023-06-02","True","10-4030-015757","15757","","51.7855"
"51049","2023-05-26","2023-06-02","True","10-4030-015802","15802","","51.2275"
"51050","2023-05-26","2023-06-02","True","10-4030-015832","15832","","51.7855"
"51051","2023-05-27","2023-06-03","True","10-4030-027568","27568","","51.7855"
"51052","2023-05-27","2023-06-03","True","10-4030-017998","17998","","61.0838"
"51053","2023-05-27","2023-06-03","True","10-4030-011480","11480","","51.7855"
"51054","2023-05-27","2023-06-03","True","10-4030-011547","11547","","51.7855"
"51055","2023-05-27","2023-06-03","True","10-4030-019943","19943","","19.5748"
"51056","2023-05-27","2023-06-03","True","10-4030-013949","13949","","54.5391"
"51057","2023-05-27","2023-06-03","True","10-4030-015985","15985","","19.5748"
"51058","2023-05-27","2023-06-03","True","10-4030-014472","14472","","25.0109"
"51059","2023-05-27","2023-06-03","True","10-4030-015734","15734","","51.7855"
"51060","2023-05-27","2023-06-03","True","10-4030-015756","15756","","51.7855"
"51061","2023-05-27","2023-06-03","True","10-4030-024604","24604","","61.0838"
"51062","2023-05-27","2023-06-03","True","10-4030-027494","27494","","19.5748"
"51063","2023-05-27","2023-06-03","True","10-4030-027500","27500","","19.5748"
"51064","2023-05-28","2023-06-04","True","10-4030-027521","27521","","51.2275"
"51065","2023-05-28","2023-06-04","True","10-4030-027539","27539","","51.2275"
"51066","2023-05-28","2023-06-04","True","10-4030-027556","27556","","51.2275"
"51067","2023-05-28","2023-06-04","True","10-4030-015992","15992","","19.5748"
"51068","2023-05-28","2023-06-04","True","10-4030-015801","15801","","51.2275"
"51069","2023-05-28","2023-06-04","True","10-4030-016180","16180","","51.2275"
"51070","2023-05-28","2023-06-04","True","10-4030-024477","24477","","54.5391"
"51071","2023-05-29","2023-06-05","True","10-4030-021655","21655","","51.2275"
"51072","2023-05-29","2023-06-05","True","10-4030-027571","27571","","51.7855"
"51073","2023-05-29","2023-06-05","True","10-4030-019058","19058","","54.5391"
"51074","2023-05-29","2023-06-05","True","10-4030-013407","13407","","51.2275"
"51075","2023-05-29","2023-06-05","True","10-4030-012850","12850","","51.7855"
"51076","2023-05-29","2023-06-05","True","10-4030-015959","15959","","19.5748"
"51077","2023-05-29","2023-06-05","True","10-4030-015729","15729","","51.7855"
"51078","2023-05-29","2023-06-05","True","10-4030-015786","15786","","51.2275"
"51079","2023-05-29","2023-06-05","True","10-4030-016156","16156","","51.2275"
"51080","2023-05-29","2023-06-05","True","10-4030-024602","24602","","54.5391"
"51081","2023-05-30","2023-06-06","False","10-4020-000676","29825","279","1101.651"
"51082","2023-05-30","2023-06-06","False","10-4020-000421","29650","276","25.2433"
"51083","2023-05-30","2023-06-06","False","10-4020-000232","29874","282","294.4917"
"51084","2023-05-30","2023-06-06","False","10-4020-000034","29776","282","761.0705"
"51085","2023-05-30","2023-06-06","False","10-4020-000622","30039","275","169.7988"
"51086","2023-05-30","2023-06-06","False","10-4020-000117","29672","279","9.7198"
"51087","2023-05-30","2023-06-06","False","10-4020-000429","29602","286","102.9918"
"51088","2023-05-30","2023-06-06","False","10-4020-000125","30065","277","1112.1153"
"51089","2023-05-30","2023-06-06","False","10-4020-000146","29580","283","2237.361"
"51090","2023-05-30","2023-06-06","False","10-4020-000475","29744","276","2324.2569"
"51091","2023-05-30","2023-06-06","False","10-4020-000220","29591","275","152.9257"
"51092","2023-05-30","2023-06-06","False","10-4020-000299","29692","289","1491.5304"
"51093","2023-05-30","2023-06-06","False","10-4020-000560","29502","283","4.6211"
"51094","2023-05-30","2023-06-06","False","10-4020-000634","29970","286","203.0646"
"51095","2023-05-30","2023-06-06","False","10-4020-000383","29682","281","24.6007"
"51096","2023-05-30","2023-06-06","False","10-4020-000514","29614","289","2482.3837"
"51097","2023-05-30","2023-06-06","False","10-4020-000578","29747","283","82.6196"
"51098","2023-05-30","2023-06-06","False","10-4020-000590","29751","288","40.3376"
"51099","2023-05-30","2023-06-06","False","10-4020-000095","29631","281","176.2822"
"51100","2023-05-30","2023-06-06","False","10-4020-000119","30067","289","1059.9419"
"51101","2023-05-30","2023-06-06","False","10-4020-000618","29844","277","1048.72"
"51102","2023-05-30","2023-06-06","False","10-4020-000437","29605","281","914.5742"
"51103","2023-05-30","2023-06-06","False","10-4020-000337","30114","290","90.4871"
"51104","2023-05-30","2023-06-06","False","10-4020-000355","29909","290","866.7798"
"51105","2023-05-30","2023-06-06","False","10-4020-000670","29827","275","2151.7905"
"51106","2023-05-30","2023-06-06","False","10-4020-000331","30116","276","1733.4368"
"51107","2023-05-30","2023-06-06","False","10-4020-000440","29604","279","5.7698"
"51108","2023-05-30","2023-06-06","False","10-4020-000530","30075","279","732.8564"
"51109","2023-05-30","2023-06-06","False","10-4020-000302","29693","288","2285.348"
"51110","2023-05-30","2023-06-06","False","10-4020-000017","29811","277","201.297"
"51111","2023-05-30","2023-06-06","False","10-4020-000594","29647","277","1060.5915"
"51112","2023-05-30","2023-06-06","False","10-4020-000691","29820","277","900.489"
"51113","2023-05-30","2023-06-06","False","10-4020-000120","29671","278","381.7988"
"51114","2023-05-30","2023-06-06","False","10-4020-000679","29824","278","20.1688"
"51115","2023-05-30","2023-06-06","False","10-4020-000027","29958","279","83.5196"
"51116","2023-05-30","2023-06-06","False","10-4020-000480","29761","278","155.7456"
"51117","2023-05-30","2023-06-06","False","10-4020-000041","29805","281","346.9732"
"51118","2023-05-30","2023-06-06","False","10-4020-000242","29999","279","0.824"
"51119","2023-05-30","2023-06-06","False","10-4020-000305","29694","277","74.8295"
"51120","2023-05-30","2023-06-06","False","10-4020-000196","29941","282","1711.1356"
"51121","2023-05-30","2023-06-06","False","10-4020-000491","29489","281","2391.2065"
"51122","2023-05-30","2023-06-06","False","10-4020-000004","29772","275","1834.2023"
"51123","2023-05-30","2023-06-06","False","10-4020-000290","29689","283","2829.6005"
"51124","2023-05-30","2023-06-06","False","10-4020-000245","30000","289","2375.4104"
"51125","2023-05-30","2023-06-06","False","10-4020-000572","29745","288","31.1123"
"51126","2023-05-30","2023-06-06","False","10-4020-000205","29987","276","3749.2023"
"51127","2023-05-30","2023-06-06","False","10-4020-000506","29497","280","2147.4353"
"51128","2023-05-30","2023-06-06","False","10-4020-000380","29683","283","39.7867"
"51129","2023-05-30","2023-06-06","False","10-4020-000183","29654","275","153.0633"
"51130","2023-05-30","2023-06-06","False","10-4020-000442","29734","289","1238.5548"
"51131","2023-05-30","2023-06-06","False","10-4020-000599","29641","281","5608.9121"
"51132","2023-05-30","2023-06-06","False","10-4020-000227","29994","289","3053.9578"
"51133","2023-05-30","2023-06-06","False","10-4020-000185","29893","281","30.6178"
"51134","2023-05-30","2023-06-06","False","10-4020-000123","29670","286","187.2983"
"51135","2023-05-30","2023-06-06","False","10-4020-000286","29778","282","151.8621"
"51136","2023-05-30","2023-06-06","False","10-4020-000253","29867","284","19.4396"
"51137","2023-05-30","2023-06-06","False","10-4020-000494","29500","279","1397.8339"
"51138","2023-05-30","2023-06-06","False","10-4020-000451","29737","284","1188.7736"
"51139","2023-05-30","2023-06-06","False","10-4020-000275","29623","281","246.9981"
"51140","2023-05-30","2023-06-06","False","10-4020-000660","30109","277","1748.1046"
"51141","2023-05-30","2023-06-06","False","10-4020-000252","30096","277","121.3342"
"51142","2023-05-30","2023-06-06","False","10-4020-000597","29850","275","67.6539"
"51143","2023-05-30","2023-06-06","False","10-4020-000538","29587","282","1795.9687"
"51144","2023-05-30","2023-06-06","False","10-4020-000292","29570","275","206.8273"
"51145","2023-05-30","2023-06-06","False","10-4020-000668","29981","284","440.0559"
"51146","2023-05-30","2023-06-06","False","10-4020-000505","30051","284","1704.4942"
"51147","2023-05-30","2023-06-06","False","10-4020-000081","29704","279","1712.9855"
"51148","2023-05-30","2023-06-06","False","10-4020-000110","30070","280","1395.7427"
"51149","2023-05-30","2023-06-06","False","10-4020-000431","29533","277","202.5626"
"51150","2023-05-30","2023-06-06","False","10-4020-000231","29595","286","911.1768"
"51151","2023-05-30","2023-06-06","False","10-4020-000523","29783","276","1959.3443"
"51152","2023-05-30","2023-06-06","False","10-4020-000177","29656","286","300.3417"
"51153","2023-05-30","2023-06-06","False","10-4020-000166","29646","275","2760.979"
"51154","2023-05-30","2023-06-06","False","10-4020-000221","29992","281","1628.0134"
"51155","2023-05-30","2023-06-06","False","10-4020-000482","29894","288","1015.3341"
"51156","2023-05-30","2023-06-06","False","10-4020-000425","29879","289","113.1478"
"51157","2023-05-30","2023-06-06","False","10-4020-000414","29658","277","1523.4456"
"51158","2023-05-30","2023-06-06","False","10-4020-000404","29520","279","75.4738"
"51159","2023-05-30","2023-06-06","False","10-4020-000094","29920","275","14.4549"
"51160","2023-05-30","2023-06-06","False","10-4020-000496","30048","289","2994.5115"
"51161","2023-05-30","2023-06-06","False","10-4020-000086","29634","288","192.451"
"51162","2023-05-30","2023-06-06","False","10-4020-000458","30084","279","11.0044"
"51163","2023-05-30","2023-06-06","False","10-4020-000344","29606","283","9.7198"
"51164","2023-05-30","2023-06-06","False","10-4020-000325","30018","284","20.5029"
"51165","2023-05-30","2023-06-06","False","10-4020-000241","29871","276","202.1466"
"51166","2023-05-30","2023-06-06","False","10-4020-000572","29745","288","2.225"
"51167","2023-05-30","2023-06-06","False","10-4020-000673","29826","276","31.9789"
"51168","2023-05-30","2023-06-06","False","10-4020-000139","29795","290","708.552"
"51169","2023-05-30","2023-06-06","False","10-4020-000320","29589","288","2226.5833"
"51170","2023-05-30","2023-06-06","False","10-4020-000639","29837","287","113.892"
"51171","2023-05-30","2023-06-06","False","10-4020-000639","29837","288","102.877"
"51172","2023-05-30","2023-06-06","False","10-4020-000392","29679","288","73.7879"
"51173","2023-05-30","2023-06-06","False","10-4020-000591","29648","286","51.0091"
"51174","2023-05-30","2023-06-06","False","10-4020-000664","29829","286","11.358"
"51175","2023-05-30","2023-06-06","False","10-4020-000603","29849","279","0.5844"
"51176","2023-05-30","2023-06-06","True","10-4030-018239","18239","","61.3085"
"51177","2023-05-30","2023-06-06","True","10-4030-027873","27873","","31.246"
"51178","2023-05-30","2023-06-06","True","10-4030-011245","11245","","58.3743"
"51179","2023-05-30","2023-06-06","True","10-4030-022430","22430","","65.9735"
"51180","2023-05-30","2023-06-06","True","10-4030-016313","16313","","63.5578"
"51181","2023-05-30","2023-06-06","True","10-4030-012132","12132","","62.8733"
"51182","2023-05-30","2023-06-06","True","10-4030-022998","22998","","43.7745"
"51183","2023-05-30","2023-06-06","True","10-4030-020662","20662","","43.7745"
"51184","2023-05-30","2023-06-06","True","10-4030-011263","11263","","59.8743"
"51185","2023-05-30","2023-06-06","True","10-4030-027767","27767","","19.4083"
"51186","2023-05-30","2023-06-06","True","10-4030-024339","24339","","59.6018"
"51187","2023-05-30","2023-06-06","True","10-4030-022261","22261","","14.037"
"51188","2023-05-30","2023-06-06","True","10-4030-012657","12657","","13.4998"
"51189","2023-05-31","2023-06-07","True","10-4030-016688","16688","","62.5708"
"51190","2023-05-31","2023-06-07","True","10-4030-020824","20824","","43.2493"
"51191","2023-05-31","2023-06-07","True","10-4030-012390","12390","","58.624"
"51192","2023-05-31","2023-06-07","True","10-4030-011241","11241","","58.2495"
"51193","2023-05-31","2023-06-07","True","10-4030-011020","11020","","57.9243"
"51194","2023-05-31","2023-06-07","True","10-4030-011089","11089","","58.799"
"51195","2023-05-31","2023-06-07","True","10-4030-014066","14066","","20.1118"
"51196","2023-05-31","2023-06-07","True","10-4030-018906","18906","","15.9738"
"51197","2023-05-31","2023-06-07","True","10-4030-011448","11448","","57.974"
"51198","2023-05-31","2023-06-07","True","10-4030-011006","11006","","58.3743"
"51199","2023-05-31","2023-06-07","True","10-4030-021440","21440","","14.074"
"51200","2023-05-31","2023-06-07","True","10-4030-022687","22687","","28.887"
"51201","2023-05-31","2023-06-07","True","10-4030-027820","27820","","60.4765"
"51202","2023-05-31","2023-06-07","True","10-4030-026864","26864","","31.721"
"51203","2023-06-01","2023-06-08","True","10-4030-018208","18208","","61.4333"
"51204","2023-06-01","2023-06-08","True","10-4030-013519","13519","","61.0838"
"51205","2023-06-01","2023-06-08","True","10-4030-011240","11240","","59.249"
"51206","2023-06-01","2023-06-08","True","10-4030-011400","11400","","57.974"
"51207","2023-06-01","2023-06-08","True","10-4030-011338","11338","","59.249"
"51208","2023-06-01","2023-06-08","True","10-4030-023234","23234","","61.9585"
"51209","2023-06-01","2023-06-08","True","10-4030-013059","13059","","16.1613"
"51210","2023-06-01","2023-06-08","True","10-4030-011261","11261","","58.2495"
"51211","2023-06-01","2023-06-08","True","10-4030-013841","13841","","18.7835"
"51212","2023-06-01","2023-06-08","True","10-4030-024604","24604","","30.9613"
"51213","2023-06-01","2023-06-08","True","10-4030-028202","28202","","60.4765"
"51214","2023-06-01","2023-06-08","True","10-4030-019765","19765","","13.8493"
"51215","2023-06-01","2023-06-08","True","10-4030-011108","11108","","58.2498"
"51216","2023-06-01","2023-06-08","True","10-4030-011117","11117","","59.1485"
"51217","2023-06-01","2023-06-08","True","10-4030-011449","11449","","59.0568"
"51218","2023-06-01","2023-06-08","True","10-4030-011943","11943","","13.4998"
"51219","2023-06-01","2023-06-08","True","10-4030-025086","25086","","32.7078"
"51220","2023-06-01","2023-06-08","True","10-4030-021575","21575","","13.7245"
"51221","2023-06-01","2023-06-08","True","10-4030-012130","12130","","29.5868"
"51222","2023-06-01","2023-06-08","True","10-4030-025641","25641","","14.037"
"51223","2023-06-01","2023-06-08","True","10-4030-026826","26826","","30.9455"
"51224","2023-06-02","2023-06-09","True","10-4030-011345","11345","","58.8748"
"51225","2023-06-02","2023-06-09","True","10-4030-020982","20982","","44.0993"
"51226","2023-06-02","2023-06-09","True","10-4030-022822","22822","","61.8988"
"51227","2023-06-02","2023-06-09","True","10-4030-025793","25793","","61.9985"
"51228","2023-06-02","2023-06-09","True","10-4030-011402","11402","","59.9738"
"51229","2023-06-02","2023-06-09","True","10-4030-020038","20038","","61.0838"
"51230","2023-06-02","2023-06-09","True","10-4030-011292","11292","","58.2988"
"51231","2023-06-02","2023-06-09","True","10-4030-011257","11257","","57.432"
"51232","2023-06-02","2023-06-09","True","10-4030-011615","11615","","19.4335"
"51233","2023-06-02","2023-06-09","True","10-4030-018467","18467","","42.5248"
"51234","2023-06-02","2023-06-09","True","10-4030-028204","28204","","60.4765"
"51235","2023-06-02","2023-06-09","True","10-4030-011105","11105","","57.3748"
"51236","2023-06-02","2023-06-09","True","10-4030-011106","11106","","57.3748"
"51237","2023-06-02","2023-06-09","True","10-4030-011061","11061","","59.249"
"51238","2023-06-02","2023-06-09","True","10-4030-011002","11002","","57.3748"
"51239","2023-06-02","2023-06-09","True","10-4030-011076","11076","","59.3745"
"51240","2023-06-02","2023-06-09","True","10-4030-023859","23859","","14.3745"
"51241","2023-06-02","2023-06-09","True","10-4030-021600","21600","","14.0943"
"51242","2023-06-02","2023-06-09","True","10-4030-019225","19225","","30.4745"
"51243","2023-06-02","2023-06-09","True","10-4030-025609","25609","","14.1368"
"51244","2023-06-02","2023-06-09","True","10-4030-029355","29355","","14.194"
"51245","2023-06-02","2023-06-09","True","10-4030-012124","12124","","60.7013"
"51246","2023-06-02","2023-06-09","True","10-4030-025625","25625","","60.826"
"51247","2023-06-03","2023-06-10","True","10-4030-011249","11249","","57.7493"
"51248","2023-06-03","2023-06-10","True","10-4030-012307","12307","","61.0838"
"51249","2023-06-03","2023-06-10","True","10-4030-011334","11334","","58.3743"
"51250","2023-06-03","2023-06-10","True","10-4030-019360","19360","","62.783"
"51251","2023-06-03","2023-06-10","True","10-4030-011433","11433","","61.0838"
"51252","2023-06-03","2023-06-10","True","10-4030-015551","15551","","14.8068"
"51253","2023-06-03","2023-06-10","True","10-4030-022785","22785","","61.2825"
"51254","2023-06-03","2023-06-10","True","10-4030-020180","20180","","62.1973"
"51255","2023-06-03","2023-06-10","True","10-4030-023105","23105","","29.4993"
"51256","2023-06-03","2023-06-10","True","10-4030-011017","11017","","57.9243"
"51257","2023-06-03","2023-06-10","True","10-4030-019167","19167","","28.0123"
"51258","2023-06-03","2023-06-10","True","10-4030-018544","18544","","28.887"
"51259","2023-06-03","2023-06-10","True","10-4030-011433","11433","","61.0508"
"51260","2023-06-03","2023-06-10","True","10-4030-025618","25618","","59.9513"
"51261","2023-06-03","2023-06-10","True","10-4030-012271","12271","","31.721"
"51262","2023-06-04","2023-06-11","True","10-4030-011340","11340","","59.099"
"51263","2023-06-04","2023-06-11","True","10-4030-021534","21534","","20.9865"
"51264","2023-06-04","2023-06-11","True","10-4030-011282","11282","","60.5115"
"51265","2023-06-04","2023-06-11","True","10-4030-011264","11264","","59.3988"
"51266","2023-06-04","2023-06-11","True","10-4030-028136","28136","","59.6018"
"51267","2023-06-04","2023-06-11","True","10-4030-011456","11456","","59.7858"
"51268","2023-06-05","2023-06-12","True","10-4030-018212","18212","","61.2825"
"51269","2023-06-05","2023-06-12","True","10-4030-016693","16693","","62.0558"
"51270","2023-06-05","2023-06-12","True","10-4030-011341","11341","","58.4743"
"51271","2023-06-05","2023-06-12","True","10-4030-016944","16944","","45.2615"
"51272","2023-06-05","2023-06-12","True","10-4030-019418","19418","","61.8988"
"51273","2023-06-05","2023-06-12","True","10-4030-019341","19341","","62.4585"
"51274","2023-06-05","2023-06-12","True","10-4030-025779","25779","","61.9985"
"51275","2023-06-05","2023-06-12","True","10-4030-011265","11265","","58.799"
"51276","2023-06-05","2023-06-12","True","10-4030-011136","11136","","59.5118"
"51277","2023-06-05","2023-06-12","True","10-4030-011278","11278","","58.2495"
"51278","2023-06-05","2023-06-12","True","10-4030-027766","27766","","20.6833"
"51279","2023-06-05","2023-06-12","True","10-4030-020716","20716","","19.4335"
"51280","2023-06-05","2023-06-12","True","10-4030-018468","18468","","43.8745"
"51281","2023-06-05","2023-06-12","True","10-4030-018697","18697","","42.5248"
"51282","2023-06-05","2023-06-12","True","10-4030-011008","11008","","57.8065"
"51283","2023-06-05","2023-06-12","True","10-4030-024386","24386","","14.1368"
"51284","2023-06-05","2023-06-12","True","10-4030-022667","22667","","29.262"
"51285","2023-06-06","2023-06-13","True","10-4030-012397","12397","","58.2495"
"51286","2023-06-06","2023-06-13","True","10-4030-016311","16311","","20.169"
"51287","2023-06-06","2023-06-13","True","10-4030-024883","24883","","62.1833"
"51288","2023-06-06","2023-06-13","True","10-4030-011335","11335","","58.6065"
"51289","2023-06-06","2023-06-13","True","10-4030-011084","11084","","58.057"
"51290","2023-06-06","2023-06-13","True","10-4030-011445","11445","","57.6245"
"51291","2023-06-06","2023-06-13","True","10-4030-011447","11447","","57.7493"
"51292","2023-06-06","2023-06-13","True","10-4030-011058","11058","","59.3745"
"51293","2023-06-06","2023-06-13","True","10-4030-011060","11060","","57.9998"
"51294","2023-06-06","2023-06-13","True","10-4030-017512","17512","","14.8068"
"51295","2023-06-06","2023-06-13","True","10-4030-024425","24425","","60.4765"
"51296","2023-06-06","2023-06-13","True","10-4030-019417","19417","","28.887"
"51297","2023-06-06","2023-06-13","True","10-4030-029356","29356","","15.7243"
"51298","2023-06-06","2023-06-13","True","10-4030-027949","27949","","13.8493"
"51299","2023-06-06","2023-06-13","True","10-4030-014775","14775","","60.4765"
"51300","2023-06-07","2023-06-14","True","10-4030-016702","16702","","61.0838"
"51301","2023-06-07","2023-06-14","True","10-4030-014050","14050","","30.596"
"51302","2023-06-07","2023-06-14","True","10-4030-016569","16569","","43.8745"
"51303","2023-06-07","2023-06-14","True","10-4030-013774","13774","","20.3618"
"51304","2023-06-07","2023-06-14","True","10-4030-017644","17644","","14.3495"
"51305","2023-06-07","2023-06-14","True","10-4030-011242","11242","","57.9998"
"51306","2023-06-07","2023-06-14","True","10-4030-011333","11333","","58.6065"
"51307","2023-06-07","2023-06-14","True","10-4030-011336","11336","","59.249"
"51308","2023-06-07","2023-06-14","True","10-4030-018958","18958","","14.1303"
"51309","2023-06-07","2023-06-14","True","10-4030-015553","15553","","14.749"
"51310","2023-06-07","2023-06-14","True","10-4030-011328","11328","","57.9998"
"51311","2023-06-07","2023-06-14","True","10-4030-022940","22940","","44.0993"
"51312","2023-06-07","2023-06-14","True","10-4030-028207","28207","","61.5388"
"51313","2023-06-07","2023-06-14","True","10-4030-028203","28203","","59.6018"
"51314","2023-06-07","2023-06-14","True","10-4030-026666","26666","","13.8493"
"51315","2023-06-07","2023-06-14","True","10-4030-011003","11003","","57.974"
"51316","2023-06-07","2023-06-14","True","10-4030-019320","19320","","29.9743"
"51317","2023-06-07","2023-06-14","True","10-4030-026994","26994","","28.3618"
"51318","2023-06-07","2023-06-14","True","10-4030-022432","22432","","14.4615"
"51319","2023-06-07","2023-06-14","True","10-4030-028758","28758","","13.8493"
"51320","2023-06-07","2023-06-14","True","10-4030-024061","24061","","60.3265"
"51321","2023-06-08","2023-06-15","True","10-4030-018246","18246","","61.3085"
"51322","2023-06-08","2023-06-15","True","10-4030-012296","12296","","61.2825"
"51323","2023-06-08","2023-06-15","True","10-4030-011332","11332","","58.8745"
"51324","2023-06-08","2023-06-15","True","10-4030-011155","11155","","57.9998"
"51325","2023-06-08","2023-06-15","True","10-4030-011083","11083","","59.8743"
"51326","2023-06-08","2023-06-15","True","10-4030-025723","25723","","19.4335"
"51327","2023-06-08","2023-06-15","True","10-4030-027745","27745","","15.4368"
"51328","2023-06-08","2023-06-15","True","10-4030-026655","26655","","13.4998"
"51329","2023-06-08","2023-06-15","True","10-4030-026312","26312","","20.258"
"51330","2023-06-08","2023-06-15","True","10-4030-028298","28298","","31.246"
"51331","2023-06-08","2023-06-15","True","10-4030-024403","24403","","59.8265"
"51332","2023-06-08","2023-06-15","True","10-4030-021439","21439","","13.4998"
"51333","2023-06-08","2023-06-15","True","10-4030-022631","22631","","28.7368"
"51334","2023-06-08","2023-06-15","True","10-4030-019335","19335","","29.362"
"51335","2023-06-08","2023-06-15","True","10-4030-021004","21004","","14.037"
"51336","2023-06-09","2023-06-16","True","10-4030-018243","18243","","61.9985"
"51337","2023-06-09","2023-06-16","True","10-4030-018220","18220","","61.0838"
"51338","2023-06-09","2023-06-16","True","10-4030-016339","16339","","28.0123"
"51339","2023-06-09","2023-06-16","True","10-4030-012462","12462","","59.3368"
"51340","2023-06-09","2023-06-16","True","10-4030-013789","13789","","20.487"
"51341","2023-06-09","2023-06-16","True","10-4030-012301","12301","","62.0558"
"51342","2023-06-09","2023-06-16","True","10-4030-019359","19359","","61.9585"
"51343","2023-06-09","2023-06-16","True","10-4030-011439","11439","","61.4333"
"51344","2023-06-09","2023-06-16","True","10-4030-016793","16793","","44.7238"
"51345","2023-06-09","2023-06-16","True","10-4030-011267","11267","","59.124"
"51346","2023-06-09","2023-06-16","True","10-4030-011270","11270","","60.1488"
"51347","2023-06-09","2023-06-16","True","10-4030-011062","11062","","58.799"
"51348","2023-06-09","2023-06-16","True","10-4030-011167","11167","","58.2498"
"51349","2023-06-09","2023-06-16","True","10-4030-023310","23310","","28.794"
"51350","2023-06-09","2023-06-16","True","10-4030-011054","11054","","60.0993"
"51351","2023-06-09","2023-06-16","True","10-4030-011446","11446","","58.8745"
"51352","2023-06-09","2023-06-16","True","10-4030-011093","11093","","59.0238"
"51353","2023-06-09","2023-06-16","True","10-4030-025092","25092","","31.4455"
"51354","2023-06-09","2023-06-16","True","10-4030-011454","11454","","57.3748"
"51355","2023-06-09","2023-06-16","True","10-4030-022260","22260","","14.0943"
"51356","2023-06-09","2023-06-16","True","10-4030-019393","19393","","28.3618"
"51357","2023-06-09","2023-06-16","True","10-4030-022415","22415","","15.3868"
"51358","2023-06-09","2023-06-16","True","10-4030-017833","17833","","31.278"
"51359","2023-06-10","2023-06-17","True","10-4030-018240","18240","","63.0078"
"51360","2023-06-10","2023-06-17","True","10-4030-011388","11388","","58.573"
"51361","2023-06-10","2023-06-17","True","10-4030-025795","25795","","62.0558"
"51362","2023-06-10","2023-06-17","True","10-4030-016797","16797","","43.3065"
"51363","2023-06-10","2023-06-17","True","10-4030-015557","15557","","13.8743"
"51364","2023-06-10","2023-06-17","True","10-4030-013741","13741","","19.2373"
"51365","2023-06-10","2023-06-17","True","10-4030-011156","11156","","59.7493"
"51366","2023-06-10","2023-06-17","True","10-4030-014007","14007","","42.5248"
"51367","2023-06-10","2023-06-17","True","10-4030-019270","19270","","13.7245"
"51368","2023-06-10","2023-06-17","True","10-4030-019763","19763","","14.3745"
"51369","2023-06-10","2023-06-17","True","10-4030-024434","24434","","59.9513"
"51370","2023-06-10","2023-06-17","True","10-4030-024417","24417","","61.6755"
"51371","2023-06-10","2023-06-17","True","10-4030-022259","22259","","14.074"
"51372","2023-06-10","2023-06-17","True","10-4030-026995","26995","","28.637"
"51373","2023-06-10","2023-06-17","True","10-4030-022414","22414","","14.3745"
"51374","2023-06-11","2023-06-18","True","10-4030-018205","18205","","61.9585"
"51375","2023-06-11","2023-06-18","True","10-4030-018209","18209","","61.9585"
"51376","2023-06-11","2023-06-18","True","10-4030-018218","18218","","61.0838"
"51377","2023-06-11","2023-06-18","True","10-4030-014047","14047","","31.246"
"51378","2023-06-11","2023-06-18","True","10-4030-021501","21501","","14.7495"
"51379","2023-06-11","2023-06-18","True","10-4030-013745","13745","","20.9865"
"51380","2023-06-11","2023-06-18","True","10-4030-011295","11295","","61.9995"
"51381","2023-06-11","2023-06-18","True","10-4030-011129","11129","","57.3748"
